Sports_0,5,TENNIS_SOCCER_ARCHERY_LEAGUE,11A11C11R11E11C11R11L11H11C11O11E11A11E11E11S11G11R11N11T11S11U11E11Y11N11I
Sports_1,5,GOLF_SURFER_CRICKET_HARDBALL,11L11L11F11E11T11A11L11G11K11R11H11B11O11E11C11A11R11D11F11I11S11U11R11C11R
Sports_2,5,ARENA_HOCKEY_CYCLIST_OFFENSE,11Y11C11L11S11T11C11R11I11H11O11A11E11N11A11C11O11Y11E11K11S11F11F11E11N11E
Sports_3,5,REFEREE_FOOTBALL_OUTFIELDER,11R11D11L11I11F11E11F11E11T11O11E11R11E11U11A11O11R11E11B11L11F11O11T11E11L
Sports_4,5,KARATE_BICYCLING_GYMNASTICS,11A11M11Y11C11I11N11S11Y11C11B11T11K11T11G11L11I11A11A11E11I11S11C11R11N11G
Sports_5,5,DUGOUT_SOFTBALL_QUARTERBACK,11O11U11U11Q11K11L11G11T11A11C11U11L11A11A11R11D11S11B11T11B11O11F11T11R11E
Sports_6,5,DEFENSE_BILLIARDS_BADMINTON,11S11E11N11I11M11N11E11T11A11D11S11O11F11B11B11N11D11D11E11I11R11A11I11L11L
Sports_7,5,LACROSSE_TEAMMATE_BOBSLEIGH,11E11A11M11B11O11T11M11G11B11S11A11L11H11I11L11T11A11S11R11E11E11E11C11S11O
Sports_8,5,BOXING_PAINTBALL_SCOREBOARD,11N11G11D11B11A11I11X11O11R11O11P11A11L11L11B11I11A11S11O11E11N11T11B11C11R
Sports_9,5,PLAYER_EXERCISE_PARASAILING,11S11I11R11P11E11E11A11C11A11X11S11R11R11E11P11A11E11Y11A11L11I11L11I11N11G
