Art_0,4,DRAW_CRAYON_MUSEUM,11C11R11O11N11A11D11A11Y11R11W11M11U11M11U11E11S
Art_1,4,INK_PASTEL_STENCIL,11N11C11L11A11E11I11P11S11L11T11T11I11S11E11N11K
Art_2,4,SCULPTOR_CHARCOAL,11L11C11S11H11P11U11C11A11L11T11C11R11A11O11O11R
Art_3,4,FILM_MODEL_PALETTE,11T11E11L11A11T11E11M11P11E11L11I11F11L11D11O11M
Art_4,4,CANVAS_PAINT_ERASE,11S11A11R11E11E11A11V11N11N11S11A11A11T11I11C11P
Art_5,4,MASTERPIECE_COLOR,11C11L11O11R11O11M11E11R11A11C11T11P11E11S11E11I
Art_6,4,BRUSH_CHALK_ARTIST,11C11B11H11S11H11R11U11A11L11A11R11T11K11T11S11I
Art_7,4,PHOTO_CRAFT_PENCIL,11H11L11I11C11O11P11N11P11T11T11O11E11F11A11R11C
Art_8,4,WATERCOLOR_MARKER,11A11T11M11R11W11E11A11K11R11R11O11E11O11L11C11R
Art_9,4,CREATIVITY_MARBLE,11R11B11R11E11A11E11L11C11M11A11I11I11Y11T11T11V
