Monsters_0,4,ORGE_DEVIL_BANSHEE,11L11E11B11A11E11I11H11N11D11V11R11S11E11O11G11E
Monsters_1,4,GODZILLA_BASILISK,11I11B11A11A11L11S11L11L11I11D11O11I11K11S11Z11G
Monsters_2,4,ORC_HAG_IMP_CYCLOPS,11Y11C11H11G11C11C11R11A11L11P11O11I11O11S11M11P
Monsters_3,4,DRAGON_TITAN_TROLL,11O11G11R11D11N11A11T11L11T11I11T11L11A11N11O11R
Monsters_4,4,YETI_VAMPIRE_GHOUL,11A11I11T11E11V11M11U11Y11P11O11H11L11I11R11E11G
Monsters_5,4,UNDEAD_GHOST_DEMON,11D11E11M11N11T11A11O11D11D11S11E11N11G11H11O11U
Monsters_6,4,BOGEYMAN_BEHEMOTH,11B11M11A11N11E11Y11E11O11E11H11B11G11M11O11T11H
Monsters_7,4,ZOMBIE_MUMMY_HYDRA,11M11D11Y11H11U11B11R11A11M11I11M11O11Y11M11E11Z
Monsters_8,4,SPIRIT_HARPY_BEAST,11T11P11I11H11S11R11S11A11I11A11B11R11T11E11Y11P
Monsters_9,4,GARGOYLE_WEREWOLF,11L11E11L11F11Y11O11A11G11O11R11W11W11G11E11R11E
