Food_0,5,BACON_BAGEL_FLOUR_GRAPE_HONEY,11G11Y11F11G11A11R11L11E11B11E11N11A11O11N11L11P11O11A11U11O11E11C11B11R11H
Food_1,5,BREAD_LETTUCE_CEREAL_CHICKEN,11C11E11N11E11L11L11T11R11E11A11T11E11A11K11C11C11U11E11D11I11E11R11B11H11C
Food_2,5,HAM_KIWI_CHEESE_CHERRY_COFFEE,11C11E11K11I11W11C11O11E11M11I11H11F11F11H11A11R11E11C11E11H11R11Y11E11S11E
Food_3,5,COOKIE_BERRY_HALIBUT_KETCHUP,11B11R11O11K11H11R11E11I11O11A11Y11T11C11E11L11K11E11U11B11I11T11C11H11U11P
Food_4,5,EGG_BEANS_CAKE_HAZELNUT_LEMON,11T11M11O11N11B11U11E11L11E11N11L11N11E11A11S11E11K11Z11C11G11H11A11A11G11E
Food_5,5,JAM_AVOCADO_CASSEROLE_CASHEW,11C11A11S11H11R11C11W11E11E11O11A11S11S11C11L11J11A11O11A11E11A11V11M11D11O
Food_6,5,CUSTARD_CINNAMON_FRUIT_GRAIN,11R11A11T11S11U11A11D11T11C11F11M11N11I11R11G11N11O11U11R11A11I11C11N11N11I
Food_7,5,LIME_BEEF_CELERY_HOTDOG_CREAM,11Y11R11E11L11E11H11F11E11E11C11O11T11D11M11B11C11A11E11O11I11M11R11E11G11L
Food_8,5,BISCUIT_GUACAMOLE_CHOCOLATE,11E11T11C11A11M11G11A11A11E11O11U11C11L11C11L11U11S11B11O11H11I11T11I11C11O
Food_9,5,CAULIFLOWER_ALMOND_BROCCOLI,11D11C11I11L11O11N11O11A11U11C11M11F11I11L11C11A11L11L11B11O11R11E11W11O11R
